encoder,speed
2.489855,-18.924942
2.421305,-19.670483
2.330896,-18.889771
2.260908,-19.136841
2.196287,-18.336319
2.114605,-18.153950
2.057845,-17.866385
0.515442,-17.725029
1.911305,-19.123756
1.910669,-18.998568
1.755270,-19.608263
1.751327,-19.428593
1.597078,-19.816456
1.509019,-19.854080
1.511642,-19.698301
1.354709,-19.541805
1.356135,-18.196524
1.291804,-18.165678
1.156823,-17.812885
1.162470,-18.358917
1.089702,-19.009199
0.937459,-18.981781
0.934770,-19.606678
0.777499,-18.832027
0.697423,-19.569513
0.618590,-19.327539
0.619153,-19.327539
0.463315,-19.230467
0.463262,-19.230467
0.318995,-18.594160
0.260091,-18.046970
0.187910,-18.534666
0.110654,-18.853495
0.026439,-19.456268
6.242809,-19.320602
6.172269,-18.843361
6.067867,-19.610655
6.017145,-18.966902
5.911210,-19.585272
5.859624,-18.877026
5.756948,-18.510918
5.718019,-17.921621
5.651483,-17.600719
5.590795,-18.375900
5.515342,-18.456135
5.410940,-19.155998
5.357917,-18.831068
5.254378,-18.847624
5.207683,-18.835306
5.102993,-18.675640
5.057544,-19.204676
4.974614,-18.434250
4.877690,-18.302090
4.835501,-17.562746
4.770115,-17.812794
4.703866,-18.302595
4.604162,-18.376268
4.526025,-19.916431
4.466962,-19.150082
4.394865,-19.635149
4.282122,-19.333399
4.205710,-19.869268
4.152879,-19.675676
4.076276,-19.012236
3.986465,-18.998575
3.929877,-17.771629
3.865354,-18.258963
3.782425,-18.553925
3.714259,-19.256233
3.611868,-19.818600
3.562297,-19.425327
3.453485,-20.190166
3.383303,-19.345074
3.312260,-20.302132
3.222906,-19.704277
3.146974,-19.697035
3.086092,-18.733837
3.004026,-17.765087
2.952443,-18.537071
2.883126,-18.237511
2.788600,-19.155472
2.716788,-19.442463
2.640281,-19.754593
2.557925,-19.471510
2.496276,-19.237823
2.392162,-19.937965
2.320542,-19.172590
2.249020,-19.297028
2.186604,-18.217955
2.120546,-17.970833
2.050846,-17.740295
1.987794,-17.563873
1.905170,-18.816860
1.834029,-18.746084
1.744389,-19.276495
1.677563,-18.825918
1.589841,-19.447376
1.515393,-19.453484
1.437160,-19.246918
1.358352,-19.616934
1.294498,-18.280209
1.224751,-18.184982
1.221145,-17.861431
1.092253,-18.583773
1.012631,-19.073780
0.930940,-19.120554
0.850725,-19.743259
0.779129,-18.962564
0.697902,-19.416115
0.619453,-19.329510
0.536067,-19.828489
0.461135,-19.257687
0.396089,-18.420912
0.316492,-18.589622
0.262463,-17.950718
0.186676,-18.490795
0.109198,-18.963863
0.024909,-19.528242
6.225110,-19.232166
6.171598,-18.787275
6.067101,-19.504351
6.015995,-19.048489
5.910635,-19.506947
5.858953,-18.757961
5.789445,-18.305571
5.688878,-17.839151
5.651674,-17.601419
5.593671,-18.604462
5.517355,-18.550552
5.410557,-19.362267
5.358492,-18.866598
5.255720,-19.102427
5.208833,-18.909391
5.102802,-18.783211
5.057257,-19.501202
4.974614,-18.597784
4.876923,-18.235661
4.835980,-17.607086
4.769923,-17.844215
4.705208,-18.229753
4.604737,-18.671429
4.526121,-19.955021
4.467058,-19.307829
4.395056,-19.621717
4.281642,-19.490927
4.205902,-19.973026
4.151824,-19.621632
4.075797,-19.097502
3.986369,-18.946281
3.929206,-17.678406
3.865833,-18.214893
3.784055,-18.304558
3.715601,-19.405106
3.613402,-19.795261
3.561913,-19.544979
3.453197,-20.228762
3.383207,-19.548264
3.311973,-20.285671
3.223577,-19.789204
3.146590,-19.379135
3.086954,-18.548943
3.003259,-17.762810
2.952827,-18.319561
2.885236,-18.265404
2.788600,-19.300652
2.716213,-19.348766
2.637692,-19.602636
2.556008,-19.364212
2.496947,-19.154274
2.390915,-19.736980
2.321404,-19.155190
2.249020,-19.282389
2.187371,-18.247234
2.120067,-18.002335
2.050846,-17.846649
1.987410,-17.670897
1.904211,-18.837425
1.833454,-18.650021
1.742664,-19.222694
1.678042,-18.874556
1.596599,-19.182478
1.509115,-19.491213
1.435147,-19.137611
1.358448,-19.550232
1.294785,-17.979336
1.225710,-18.089399
1.168183,-17.661213
1.088276,-18.365913
1.015507,-18.942703
0.936237,-19.029303
0.854080,-19.632889
0.781718,-18.798849
0.696680,-19.562325
0.620987,-19.394960
0.538656,-19.826077
0.463951,-19.379662
0.394807,-18.521254
0.319787,-18.543594
0.264860,-17.940937
0.189827,-18.584866
0.111756,-18.935873
0.028632,-19.407217
6.244814,-19.312967
6.174091,-18.781967
6.070168,-19.473667
6.019446,-19.018375
5.912169,-19.486654
5.862597,-18.770756
5.790020,-18.421478
5.689358,-17.755203
5.685896,-17.670898
5.563571,-18.314423
5.521669,-18.621559
5.414487,-19.458021
5.360889,-19.043720
5.257062,-19.198063
5.210559,-19.124371
5.105007,-19.058355
5.057832,-19.443045
4.977394,-18.527441
4.878074,-18.346678
4.837035,-17.629068
4.771361,-17.993031
4.708085,-18.277008
4.606655,-18.626513
4.559384,-19.924561
4.438204,-19.365055
4.364478,-19.871372
4.312413,-19.530396
4.207628,-20.019123
4.152208,-19.569992
4.077426,-19.084238
3.987375,-18.923397
3.930356,-17.644581
3.868997,-18.041328
3.788178,-18.425013
3.717615,-19.223919
3.633437,-19.837313
3.548493,-19.475716
3.456265,-20.237930
3.463920,-19.575409
3.296923,-20.380257
3.224632,-19.709618
3.148508,-19.566254
3.087434,-18.669338
3.019555,-17.783474
2.939407,-18.357170
2.886291,-18.318474
2.789271,-19.251278
2.718514,-19.562334
2.638938,-19.584770
2.636434,-19.287123
2.499344,-19.238457
2.392833,-19.870914
2.399817,-19.025093
2.250554,-19.050364
2.173280,-18.379913
2.121697,-18.005545
2.052380,-17.893471
1.989040,-17.770889
1.903923,-19.001802
1.905684,-18.912184
1.743622,-19.412394
1.747588,-19.001734
1.596599,-19.317341
1.595340,-19.481258
1.434284,-19.504351
1.435231,-19.476652
1.355751,-18.099291
1.294776,-18.060080
1.158932,-17.802826
1.163620,-18.399553
1.089989,-18.869379
1.011181,-19.017056
0.931989,-19.709328
0.847429,-18.932863
0.698261,-19.588608
0.696523,-19.588608
0.531945,-19.587011
0.534688,-19.587011
0.395358,-18.183929
0.394617,-18.183929
0.261923,-17.782969
0.262694,-17.782969
0.111313,-18.743797
0.027902,-19.393030
6.235965,-19.392069
6.171406,-18.791697
6.066237,-19.456694
6.016858,-18.960264
5.911018,-19.359615
5.861446,-18.802639
5.789157,-18.418886
5.688591,-17.868475
5.652058,-17.492943
5.592999,-18.193058
5.519560,-18.594582
5.414008,-19.262222
5.359547,-18.920876
5.255241,-19.087982
5.207108,-19.066463
5.102898,-18.867744
5.055914,-19.372444
4.974710,-18.425493
4.876731,-18.287241
4.836172,-17.333214
4.771553,-17.809258
4.705112,-18.061619
4.607422,-18.532038
4.558905,-19.624176
4.437725,-19.226034
4.396494,-19.660885
4.281642,-19.316778
4.207436,-19.896469
4.153646,-19.679609
4.076756,-19.011400
3.986608,-18.796717
3.929685,-17.785425
3.866984,-18.204891
3.783096,-18.523521
3.715889,-19.047245
3.631424,-19.774349
3.547630,-19.453434
3.454252,-20.152786
3.401708,-19.398918
3.297594,-20.205536
3.223577,-19.672758
3.148412,-19.661842
3.087530,-18.935633
3.003163,-18.010918
2.951868,-18.586246
2.883223,-18.275761
2.788025,-19.148659
2.717171,-19.379925
2.638363,-19.685905
2.556870,-19.329983
2.496851,-19.123341
2.390915,-19.970196
2.319103,-19.063948
2.265412,-19.173473
2.172416,-18.269993
2.121409,-17.839291
2.050654,-17.769087
1.987842,-17.666853
1.904978,-18.760418
1.834412,-18.849871
1.744197,-19.248392
1.677659,-18.794868
1.596886,-19.416716
1.509019,-19.581106
1.444685,-19.264820
1.351594,-19.552235
1.295073,-18.142321
1.225997,-18.118761
1.222391,-17.709084
1.092924,-18.281353
1.012823,-18.995255
0.931516,-19.029041
0.847586,-19.823282
0.781118,-19.006809
0.697135,-19.612869
0.617727,-19.384655
0.535204,-19.772589
0.461135,-19.391296
0.395801,-18.346565
0.321069,-18.525681
0.261817,-17.970425
0.189461,-18.554316
0.110339,-18.970333
0.027834,-19.578293
6.235965,-19.560822
6.170831,-19.086193
6.065758,-19.620848
6.015419,-19.027422
5.910922,-19.525742
5.860200,-18.733004
5.790404,-18.355440
5.689358,-17.578663
5.683883,-17.480183
5.564051,-18.290127
5.518793,-18.534655
5.413241,-19.384083
5.358109,-19.060890
5.254187,-19.357485
5.206436,-19.136921
5.100884,-18.886236
5.056106,-19.451160
4.975189,-18.346899
4.876923,-18.279222
4.835980,-17.371529
4.770498,-17.717384
4.706934,-18.167219
4.605217,-18.492201
4.527559,-19.984957
4.466866,-19.257994
4.363710,-19.805882
4.310400,-19.426180
4.205710,-19.959896
4.151920,-19.609606
4.076276,-18.979372
3.986321,-18.802172
3.930452,-17.648014
3.867751,-18.037220
3.785877,-18.285442
3.717710,-19.318333
3.615416,-19.919004
3.546096,-19.584743
3.467863,-20.272324
3.382152,-19.617577
3.310247,-20.149883
3.221468,-19.745987
3.146782,-19.434292
3.086092,-18.560093
3.004122,-17.724953
2.953115,-18.321964
2.886099,-18.125462
2.789079,-19.287815
2.716980,-19.431637
2.637500,-19.632776
2.556391,-19.257704
2.495317,-19.044140
2.391682,-19.873791
2.335495,-18.947906
2.250554,-19.243301
2.172416,-18.208735
2.122080,-17.983292
2.052764,-17.864008
1.988753,-17.682438
1.906032,-19.043556
1.833645,-18.790413
1.743910,-19.297903
1.677946,-18.975777
1.588019,-19.242617
1.515298,-19.451841
1.435435,-19.307919
1.356818,-19.456520
1.295744,-18.070545
1.224655,-18.088478
1.159603,-17.760157
1.093308,-18.462635
1.012823,-18.864288
0.930892,-18.912905
0.851108,-19.473204
0.784090,-18.787535
0.695338,-19.429598
0.620507,-19.296490
0.542178,-19.723314
0.465149,-19.240410
0.396724,-18.375021
0.319080,-18.588058
0.266525,-17.930399
0.191762,-18.538115
0.112083,-18.943089
0.029508,-19.620100
6.222414,-19.535265
6.173036,-19.010933
6.069018,-19.601038
6.019158,-19.113810
5.912744,-19.477093
5.861351,-18.838987
5.791171,-18.427408
5.688686,-17.767538
5.684362,-17.494686
5.566543,-18.479012
5.520040,-18.491272
5.415158,-19.449642
5.359547,-19.063305
5.255049,-19.071949
5.209121,-19.020813
5.103856,-19.016249
5.056873,-19.471853
4.975764,-18.477234
4.876636,-18.216089
4.837514,-17.521061
4.771361,-17.734821
4.709139,-18.157927
4.606846,-18.493881
4.561014,-19.785503
4.439163,-19.233135
4.397357,-19.619438
4.284615,-19.507862
4.208970,-19.914803
4.153454,-19.608238
4.078385,-19.093874
3.986896,-18.771622
3.932178,-17.637169
3.868901,-18.213478
3.786931,-18.447819
3.716656,-19.523235
3.631328,-19.768631
3.548493,-19.674730
3.455306,-20.151442
3.400366,-19.592831
3.296923,-20.372129
3.224248,-19.809393
3.148508,-19.521240
3.088105,-18.652199
3.020418,-17.782026
2.939790,-18.371138
2.887825,-18.253777
2.790421,-19.444237
2.717938,-19.354799
2.640568,-19.688168
2.636529,-19.308533
2.561460,-19.159590
2.393983,-19.798447
2.338180,-19.129763
2.250841,-19.306015
2.172513,-18.171249
2.185251,-18.013033
2.051997,-17.753216
0.514075,-17.784515
1.905457,-19.021069
1.834029,-18.785759
1.753065,-19.247290
1.671955,-19.084200
1.674819,-19.084200
1.513188,-19.551392
1.512793,-19.492512
1.356147,-19.621441
1.354984,-18.126022
1.222737,-18.105051
1.158453,-17.836964
1.091486,-18.547228
1.088935,-19.043320
1.008401,-19.185810
0.930935,-19.682747
0.779872,-18.843805
0.696176,-19.492155
0.613725,-19.318144
0.616469,-19.581699
0.462081,-19.113962
0.461536,-18.164253
0.319918,-18.660912
0.262619,-17.931051
0.186676,-18.722862
0.186954,-18.722862
0.027651,-19.318508
6.249377,-19.415621
6.171310,-18.950142
6.066333,-19.587315
6.014844,-19.063944
5.910538,-19.435780
5.859049,-18.869610
5.787815,-18.450439
5.688015,-17.896568
5.650715,-17.627390
5.591753,-18.236389
5.518985,-18.575108
5.412762,-19.109070
5.358588,-18.921173
5.256775,-19.093355
5.207874,-18.942476
5.102514,-18.858894
5.056777,-19.281284
4.973942,-18.244007
4.876731,-18.145859
4.836172,-17.521645
4.769348,-17.765049
4.705304,-18.220440
4.603970,-18.349041
4.559096,-19.571148
4.437629,-19.279928
4.395152,-19.637741
4.281259,-19.496094
4.205902,-19.786306
4.151345,-19.537157
4.076947,-18.811350
3.985602,-18.946125
3.929589,-17.757519
3.866121,-18.164959
3.783288,-18.369188
3.714643,-19.241508
3.629698,-19.787338
3.531334,-19.468002
3.467959,-20.207954
3.383686,-19.685398
3.309480,-20.349796
3.221851,-19.658871
3.146303,-19.401474
3.087817,-18.673859
3.020130,-17.711315
2.939215,-18.371058
2.885044,-18.228088
2.790997,-19.096024
2.718034,-19.534897
2.640185,-19.769630
2.558213,-19.576038
2.496851,-19.151955
2.390628,-19.885557
2.320254,-19.202488
2.247773,-19.283226
2.186124,-18.264906
2.119971,-17.989719
2.050942,-17.764202
1.987458,-17.516180
1.904690,-18.633358
1.833933,-18.663929
1.747169,-19.271429
1.677179,-18.931217
1.596407,-19.384052
1.508731,-19.588531
1.435339,-19.206688
1.359215,-19.654682
1.294977,-18.130310
1.226477,-17.987738
1.169429,-17.727108
1.085975,-18.345299
1.014932,-19.045712
0.935518,-19.157896
0.848257,-19.810724
0.778650,-18.947096
0.696656,-19.621828
0.618015,-19.316057
0.536930,-19.719984
0.463855,-19.317682
0.394615,-18.415125
0.318924,-18.565636
0.318780,-17.991419
0.188790,-18.459654
0.109381,-18.807289
0.025663,-19.566687
6.233960,-19.460722
6.170543,-18.987122
6.065854,-19.618332
6.014940,-18.904848
5.910826,-19.460840
5.860008,-18.785059
5.788390,-18.347910
5.689741,-17.882393
5.684554,-17.656002
5.563763,-18.396095
5.519656,-18.586388
5.412187,-19.517309
5.358780,-19.030203
5.254762,-19.203068
5.207778,-18.935925
5.103760,-18.912567
5.057353,-19.406296
4.975189,-18.410303
4.877977,-18.292442
4.836267,-17.550011
4.772032,-17.911043
4.705304,-18.227087
4.605025,-18.491505
4.526888,-19.935310
4.467441,-19.292248
4.394194,-19.736683
4.281547,-19.424799
4.206669,-20.049749
4.151729,-19.588320
4.076180,-19.017099
3.986465,-18.764261
3.930164,-17.777809
3.866888,-18.128302
3.784918,-18.340553
3.716656,-19.347069
3.613690,-19.862158
3.546000,-19.494654
3.468726,-20.319851
3.382632,-19.490314
3.310822,-20.253181
3.222043,-19.762203
3.147166,-19.577681
3.086571,-18.623938
3.019747,-17.760845
2.937969,-18.366936
2.884373,-18.216564
2.803841,-19.147846
2.703464,-19.434185
2.636637,-19.609600
2.557350,-19.356596
2.496372,-19.182568
2.390915,-19.724779
2.319870,-19.102829
2.265124,-19.260120
2.172225,-18.319256
2.121313,-17.997765
2.050942,-17.755764
1.988753,-17.712322
1.903444,-19.018188
1.833933,-18.789148
1.743718,-19.190947
1.679001,-18.816031
1.597653,-19.357510
1.508156,-19.524418
1.435722,-19.257837
1.358927,-19.605721
1.295840,-17.966875
1.226381,-18.125870
1.159987,-17.820782
1.093691,-18.542021
1.013398,-19.057661
0.930030,-19.039642
0.851300,-19.691919
0.779129,-18.684278
0.698765,-19.220087
0.620795,-19.324242
0.538560,-19.687038
0.466096,-19.212557
0.397108,-18.194599
0.322088,-18.493641
0.267161,-18.023884
0.190498,-18.501200
0.113701,-18.915792
0.027646,-19.587502
6.249377,-19.201658
6.173995,-18.913692
6.070360,-19.541941
6.018871,-19.094967
5.912360,-19.519951
5.860967,-18.847610
5.790116,-18.273327
5.690700,-17.768522
5.684458,-17.445988
5.565872,-18.347759
5.520903,-18.523228
5.414967,-19.339895
5.361272,-18.845345
5.258596,-19.142132
5.211134,-18.960335
5.105870,-19.041683
5.056969,-19.410196
4.977010,-18.435963
4.877786,-18.223797
4.837706,-17.467342
4.771936,-17.938000
4.707413,-18.194199
4.605408,-18.653263
4.558905,-19.987431
4.437917,-19.313379
4.396782,-19.759445
4.283176,-19.503775
4.208778,-20.129143
4.153358,-19.603289
4.077810,-19.072622
3.986752,-18.757353
3.931027,-17.661797
3.868997,-18.151375
3.788082,-18.491936
3.717327,-19.281788
3.632670,-19.820778
3.549452,-19.609177
3.455786,-20.117466
3.401996,-19.520037
3.298744,-20.330925
3.224919,-19.759363
3.149179,-19.569401
3.086859,-18.501068
3.020226,-17.780359
2.940174,-18.361107
2.886291,-18.294518
2.804896,-19.304062
2.703368,-19.423180
2.639801,-19.615263
2.558596,-19.348114
2.561748,-19.084152
2.393888,-19.999546
2.321404,-19.247438
2.264837,-19.171398
2.251884,-18.281315
2.122464,-18.001900
2.051326,-17.707195
1.989472,-17.779869
1.991491,-18.934086
1.828709,-18.757814
1.754119,-19.386806
1.671955,-19.044310
1.597078,-19.257893
1.511799,-19.410948
1.515094,-19.271118
1.359886,-19.261005
1.297470,-18.065165
1.218760,-18.165833
1.167703,-17.853558
1.166305,-18.500767
1.013206,-19.052151
1.010510,-19.372238
0.929592,-19.757271
0.848387,-18.981230
0.694259,-19.736237
0.694989,-19.397799
0.614839,-19.822397
0.133169,-19.048559
0.394076,-18.284445
0.393850,-18.523001
0.262080,-17.874729
0.262790,-18.701487
0.107990,-18.960358
0.026988,-19.432714
6.236241,-19.379698
6.233906,-19.379698
6.064033,-19.501375
6.079453,-19.501375
5.907374,-19.514362
5.860583,-18.877758
5.788582,-18.415731
5.687824,-17.713518
5.651578,-17.657360
5.592041,-18.366014
5.517163,-18.748039
5.410077,-19.378372
5.356863,-19.095722
5.252269,-19.071438
5.207299,-18.972544
5.102418,-18.722870
5.056394,-19.399843
4.975189,-18.391291
4.878265,-18.044416
4.837706,-17.351301
4.771649,-17.765995
4.705783,-18.033003
4.607901,-18.404366
4.559480,-19.663128
4.440314,-19.213966
4.396207,-19.520502
4.283081,-19.409124
4.207149,-19.903421
4.152688,-19.631042
4.076660,-18.845242
3.986273,-18.921661
3.929685,-17.658424
3.867751,-18.150444
3.784343,-18.449129
3.715985,-19.194042
3.613210,-19.909132
3.560858,-19.441107
3.453581,-20.219505
3.381769,-19.562462
3.309959,-20.162487
3.222714,-19.595989
3.147549,-19.481791
3.086475,-18.582355
3.020418,-17.702850
2.937585,-18.481001
2.883414,-18.294060
2.788408,-19.123653
2.717938,-19.560064
2.636925,-19.829159
2.556295,-19.520302
2.480171,-19.213911
2.406157,-19.846813
2.319295,-19.114853
2.247869,-19.171783
2.186412,-18.216030
2.121122,-17.933308
2.051709,-17.761412
1.987362,-17.609741
1.904115,-18.715298
1.834412,-18.774496
1.744581,-19.148140
1.679480,-18.928471
1.597557,-19.471216
1.507964,-19.458485
1.436010,-19.238129
1.358832,-19.515598
1.294785,-18.068344
1.225710,-18.095200
1.221816,-17.847195
1.091678,-18.352304
1.013206,-18.948717
0.931132,-19.022024
0.851396,-19.740173
0.778746,-18.908976
0.696656,-19.533300
0.617439,-19.346470
0.536642,-19.734367
0.461518,-19.299402
0.397946,-18.308163
0.318697,-18.783962
0.318780,-17.988419
0.188982,-18.515471
0.109477,-18.914587
0.026565,-19.564518
6.236103,-19.482437
6.170639,-18.985407
6.066333,-19.616123
6.016187,-18.984137
5.911497,-19.347704
5.859720,-18.676220
5.790020,-18.363840
5.687920,-17.758059
5.652825,-17.592430
5.592424,-18.357552
5.517835,-18.415838
5.412378,-19.282848
5.357725,-18.975300
5.253419,-19.150618
5.207012,-18.874193
5.102035,-18.977835
5.054956,-19.383097
4.975764,-18.463985
4.876731,-18.190380
4.836267,-17.366470
4.771649,-17.778976
4.707030,-18.155724
4.604833,-18.447126
4.527080,-19.935896
4.467058,-19.276110
4.395056,-19.765675
4.282122,-19.428394
4.206478,-19.936356
4.152879,-19.604380
4.076660,-18.966951
3.986656,-19.029905
3.929685,-17.817406
3.866600,-18.202982
3.783576,-18.518589
3.716464,-19.315456
3.614073,-19.907700
3.545138,-19.565231
3.468534,-20.174753
3.382727,-19.492565
3.309767,-20.227379
3.221851,-19.644684
3.146686,-19.442974
3.086954,-18.544722
3.020418,-17.674778
2.938161,-18.345528
2.885236,-18.197598
2.789942,-19.198326
2.718322,-19.441036
2.638267,-19.711210
2.557158,-19.453583
2.497330,-19.228291
2.391682,-19.840084
2.336742,-18.963032
2.250650,-19.198305
2.173183,-18.193563
2.122272,-17.783548
2.053627,-17.792027
1.988944,-17.834581
1.905553,-19.094025
1.833933,-18.950727
1.743047,-19.393465
1.675166,-19.120251
1.586102,-19.292351
1.513859,-19.460094
1.431983,-19.249426
1.355764,-19.319345
1.294210,-17.943146
1.224559,-18.017744
1.159507,-17.786633
1.093020,-18.461874
1.013015,-18.916107
0.930173,-19.102951
0.845572,-19.631021
0.776924,-18.898266
0.698836,-19.357603
0.618686,-19.266478
0.535875,-19.637283
0.463232,-19.163420
0.395478,-18.340462
0.319020,-18.425524
0.264285,-17.737801
0.191235,-18.468098
0.112236,-18.872311
0.028582,-19.684599
6.244814,-19.467487
6.172940,-19.012800
6.068347,-19.661240
6.017145,-19.129921
5.911497,-19.570999
5.860200,-18.842354
5.790596,-18.347494
5.687728,-17.713118
5.684075,-17.437462
5.564051,-18.466347
5.518314,-18.577517
5.412282,-19.334391
5.359067,-18.972065
5.254570,-18.958040
5.209217,-19.004211
5.103281,-18.997911
5.056298,-19.287216
4.977106,-18.319664
4.877882,-18.252815
4.837897,-17.517651
4.772224,-17.909409
4.707413,-18.267832
4.606271,-18.718758
4.527846,-19.841484
4.468688,-19.354778
4.395823,-19.697708
4.282410,-19.482393
4.208970,-19.911791
4.153454,-19.663561
4.077810,-19.009064
3.987663,-18.926918
3.931986,-17.813335
3.867942,-18.230602
3.786740,-18.508570
3.717615,-19.526760
3.615320,-20.113968
3.561817,-19.636965
3.454731,-20.272869
3.399791,-19.464073
3.297115,-20.277498
3.224152,-19.763660
3.147453,-19.497583
3.087530,-18.589050
3.020514,-17.774124
2.939982,-18.332315
2.887441,-18.211792
2.805759,-19.231489
2.704231,-19.458839
2.639993,-19.556101
2.558980,-19.309208
2.561940,-19.060959
2.393888,-19.887028
2.337701,-19.171452
2.251608,-19.217205
2.174047,-18.357895
2.122560,-18.039927
2.052764,-17.787754
1.989376,-17.768614
1.914037,-18.996815
1.828134,-18.857540
1.831477,-19.319658
1.672051,-19.013098
1.598037,-19.267067
1.512087,-19.514217
1.513847,-19.328489
1.352074,-19.637360
1.302598,-17.995523
1.219910,-18.179651
1.167032,-17.812346
1.087221,-18.433165
1.013111,-19.086451
0.931036,-19.245695
0.850150,-19.689569
0.849442,-18.826847
0.696847,-19.504904
0.697865,-19.433558
0.535108,-19.862160
0.133600,-19.193476
0.461441,-18.461889
0.393178,-18.654964
0.261313,-18.206587
0.259914,-18.741615
0.046283,-18.824717
0.027156,-19.532532
6.236380,-19.320107
6.231989,-18.807899
6.065183,-19.494572
6.079070,-19.494572
5.906895,-19.368587
5.921837,-19.368587
5.786089,-18.519388
5.688207,-17.834610
5.651962,-17.622719
5.592137,-18.234997
5.517259,-18.518744
5.411611,-19.377213
5.358876,-19.039043
5.254570,-19.154133
5.207683,-19.061417
5.102130,-18.818411
5.056873,-19.572754
4.975093,-18.538528
4.877306,-18.094379
4.837610,-17.512074
4.770977,-17.897694
4.705879,-18.313019
4.606463,-18.508347
4.559000,-19.700064
4.438972,-19.363277
4.363519,-19.543261
4.311838,-19.294615
4.206094,-19.821661
4.152688,-19.655485
4.075030,-19.008444
3.985745,-18.848639
3.927288,-17.606730
3.865833,-18.214741
3.782138,-18.356213
3.715314,-19.152784
3.613786,-19.854809
3.561242,-19.538198
3.453964,-20.181435
3.382823,-19.526714
3.311301,-20.205078
3.221947,-19.787798
3.146494,-19.536842
3.086667,-18.696915
3.020130,-17.690308
2.938257,-18.346287
2.885619,-18.322584
2.789175,-19.063190
2.718322,-19.408501
2.639801,-19.765121
2.557637,-19.463314
2.481226,-19.213137
2.405582,-19.950254
2.319679,-19.033520
2.247582,-19.323547
2.186124,-18.289749
2.121505,-17.911695
2.051517,-17.741020
1.987698,-17.737518
1.904307,-18.784939
1.833933,-18.819012
1.743047,-19.204861
1.678330,-18.956612
1.595927,-19.329918
1.508827,-19.457676
1.435243,-19.305836
1.358448,-19.476839
1.295552,-18.060799
1.226189,-18.181816
1.222679,-17.984503
1.091390,-18.375423
1.013686,-18.984346
0.931468,-19.089834
0.851300,-19.791000
0.779321,-18.941273
0.697902,-19.478256
0.620412,-19.457813
0.535875,-19.809025
0.461279,-19.282322
0.395801,-18.399965
0.316683,-18.782059
0.317630,-17.989500
0.188311,-18.501301
0.109333,-18.932943
0.024933,-19.471754
6.225110,-19.360680
6.170831,-18.833839
6.065567,-19.512217
6.015515,-18.936121
5.910347,-19.385281
5.861254,-18.941776
5.788294,-18.283924
5.689262,-17.684574
5.715133,-17.684574
5.590795,-18.441080
5.518218,-18.468071
5.410940,-19.289864
5.357821,-18.993553
5.253899,-19.124758
5.208450,-19.141006
5.102226,-18.859880
5.056682,-19.289139
4.974901,-18.446497
4.876636,-18.249058
4.836555,-17.492167
4.770882,-17.896534
4.705208,-18.215763
4.605217,-18.563986
4.525929,-19.885065
4.467345,-19.355362
4.363039,-19.746588
4.312222,-19.462440
4.205423,-19.887218
4.152592,-19.523575
4.077426,-18.930637
3.985985,-18.911644
3.930356,-17.569836
3.867559,-18.149258
3.784726,-18.438341
3.715410,-19.436852
3.614073,-19.948601
3.560379,-19.703587
3.453389,-20.174835
3.383782,-19.651608
3.309096,-20.268421
3.223193,-19.705212
3.147070,-19.548069
3.086571,-18.655064
3.020226,-17.738384
2.938928,-18.518505
2.884660,-18.416878
2.788216,-19.335524
2.716788,-19.497604
2.637500,-19.663486
2.557542,-19.437616
2.481610,-19.243694
2.405678,-19.981693
2.320542,-19.207104
2.247390,-19.285282
2.186220,-18.241619
2.120930,-18.037064
2.050463,-17.806168
1.988273,-17.745583
1.904786,-18.936426
1.833262,-18.903908
1.744006,-19.335293
1.677371,-18.906677
1.597270,-19.261244
1.509882,-19.477570
1.442960,-19.228174
1.351690,-19.492107
1.303557,-17.984921
1.219335,-18.136539
1.167703,-17.739208
1.086933,-18.279121
1.013206,-18.985647
0.931036,-19.036425
0.850437,-19.803310
0.778746,-19.025551
0.695793,-19.490780
0.613437,-19.352962
0.535108,-19.878819
0.462848,-19.192699
0.395418,-18.328352
0.319308,-18.654968
0.263997,-17.977547
0.188659,-18.503618
0.110453,-19.048782
0.028074,-19.385141
6.229258,-19.337214
6.172461,-18.680616
6.069785,-19.548111
6.018200,-18.858603
5.913510,-19.433294
5.863076,-18.773663
5.791650,-18.394810
5.690604,-17.855303
5.685513,-17.628679
5.564338,-18.366480
5.521286,-18.678476
5.413912,-19.474012
5.360793,-19.084549
5.258309,-19.102558
5.210942,-19.105391
5.105198,-18.950270
5.058695,-19.489000
4.976627,-18.508968
4.878649,-18.241110
4.836843,-17.575054
4.771265,-17.916805
4.707317,-18.199890
4.606942,-18.600658
4.558809,-19.955067
4.438396,-19.273438
4.396686,-19.757509
4.283081,-19.374136
4.209162,-20.064608
4.152975,-19.612242
4.078002,-19.014200
3.987327,-18.812447
3.931602,-17.676865
3.868038,-18.174246
3.785685,-18.369194
3.718669,-19.311855
3.632383,-19.821808
3.548397,-19.500856
3.455498,-20.089787
3.402858,-19.433067
3.298840,-20.262672
3.224152,-19.757565
3.149371,-19.698088
3.087817,-18.647682
3.019843,-17.873758
2.939119,-18.443092
2.886961,-18.191959
2.791284,-19.523014
2.718034,-19.586548
2.639130,-19.662334
2.559171,-19.419724
2.497906,-19.159584
2.393600,-19.875317
2.336838,-19.103836
2.250458,-19.192165
2.172704,-18.163338
2.123902,-17.831036
2.052668,-17.803627
1.988177,-17.722084
1.905457,-18.978163
1.835083,-18.628679
1.754790,-19.225849
1.673489,-18.806973
